id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,state,color
7001,35849,1996,BMW,Rio,salvage,8 cylinders,gas,163143,,manual,GA,white
9300,50430,1996,Hyundai,Civic,salvage,4 cylinders,,10559,,manual,NY,blue
7139,71542,2012,Honda,Altima,good,4 cylinders,diesel,246770,salvage,automatic,CA,gray
8948,2406,1997,BMW,Altima,excellent,other,electric,62688,salvage,manual,FL,
6355,74823,2003,Toyota,Corolla,excellent,3 cylinders,hybrid,41380,rebuilt,,TX,green
3144,63543,2021,,Corolla,like new,6 cylinders,hybrid,87152,salvage,automatic,NC,gray
6729,47216,2017,,,like new,3 cylinders,,127833,rebuilt,,IL,blue
4010,39225,2015,Mercedes,Elantra,excellent,4 cylinders,electric,33550,rebuilt,automatic,TX,green
295,4380,1998,Mercedes,Impala,,,gas,220563,rebuilt,automatic,NC,black
3966,1966,1999,Kia,Altima,good,6 cylinders,gas,59533,,manual,NY,blue
5178,13334,2014,Hyundai,Impala,excellent,4 cylinders,hybrid,154151,salvage,manual,PA,green
162,44909,1999,Nissan,Impala,good,8 cylinders,,240766,rebuilt,,PA,
4444,69851,2019,Volkswagen,C-Class,good,,,33219,,manual,FL,gray
8307,14065,1997,BMW,,good,8 cylinders,electric,232850,clean,,MI,gray
8102,52202,2009,Nissan,Rio,,8 cylinders,,107497,,,FL,gray
6794,66197,2014,Kia,Golf,salvage,6 cylinders,gas,96452,rebuilt,manual,TX,blue
243,42346,1998,Chevrolet,Golf,,other,electric,171353,,automatic,GA,red
9000,16726,2011,,Civic,salvage,,hybrid,102076,rebuilt,manual,FL,black
3837,61658,2005,Hyundai,Golf,excellent,other,,17993,,manual,CA,white
804,24726,2008,Chevrolet,Rio,salvage,8 cylinders,electric,195267,salvage,manual,GA,other
6928,71101,2014,BMW,Focus,,other,,196475,rebuilt,automatic,PA,silver
3011,13835,2010,Nissan,Golf,,other,hybrid,230729,clean,manual,IL,white
5567,8846,2004,,Elantra,fair,other,hybrid,114586,rebuilt,,CA,silver
2832,40615,2017,Nissan,Focus,good,6 cylinders,electric,208886,rebuilt,manual,CA,green
5645,5225,2021,,Civic,,6 cylinders,,78705,salvage,,NC,red
4608,4248,2010,Volkswagen,Civic,good,6 cylinders,,62354,rebuilt,,CA,blue
2410,25553,2020,BMW,Civic,excellent,,electric,59609,rebuilt,manual,OH,white
5694,38341,1999,Volkswagen,,like new,8 cylinders,,184082,clean,automatic,MI,gray
1031,30643,2001,BMW,Focus,,8 cylinders,,208259,salvage,,PA,silver
2023,48868,2003,Ford,,excellent,3 cylinders,diesel,85844,,automatic,PA,red
1292,35657,2018,,Altima,like new,,hybrid,54339,clean,automatic,GA,white
7979,74733,2009,Honda,Corolla,like new,4 cylinders,,90715,salvage,manual,NY,black
7321,76790,2000,Volkswagen,Elantra,,3 cylinders,diesel,193831,rebuilt,manual,PA,silver
2938,15532,2009,Honda,Corolla,fair,other,electric,204494,clean,automatic,FL,gray
987,40249,2001,Kia,Impala,salvage,,,136048,rebuilt,manual,GA,silver
9116,46913,1996,Kia,,,other,gas,84520,,automatic,TX,green
7933,38196,2009,Mercedes,Civic,like new,6 cylinders,electric,197393,salvage,,GA,black
2095,12039,2022,Mercedes,C-Class,,3 cylinders,hybrid,214095,rebuilt,manual,GA,red
6130,3483,2004,,Altima,fair,4 cylinders,electric,145686,salvage,automatic,IL,silver
7624,13940,1998,Volkswagen,Impala,like new,,diesel,32734,salvage,,IL,
4181,59365,2009,Volkswagen,Focus,salvage,,electric,78950,rebuilt,,MI,blue
5565,14789,2015,Honda,Impala,good,6 cylinders,hybrid,54109,rebuilt,,IL,other
486,76087,2006,,Golf,salvage,other,hybrid,237094,clean,automatic,OH,gray
349,10858,2018,Hyundai,Rio,fair,other,,238440,,automatic,MI,green
2504,56254,2007,Honda,Corolla,like new,6 cylinders,,17812,rebuilt,,TX,black
5922,1417,2000,Mercedes,Corolla,excellent,other,,168280,salvage,,IL,red
3512,72807,2008,Nissan,Corolla,excellent,8 cylinders,electric,144414,clean,,PA,
3783,20580,2015,Mercedes,3 Series,,4 cylinders,,171428,salvage,manual,IL,black
3439,77264,2010,Mercedes,Impala,excellent,8 cylinders,electric,180643,,automatic,PA,blue
4464,62001,2018,Mercedes,Elantra,salvage,8 cylinders,hybrid,15454,clean,manual,NY,blue
7391,20258,1999,Mercedes,Golf,fair,4 cylinders,hybrid,5565,rebuilt,manual,CA,other
1366,34219,2011,Ford,C-Class,salvage,other,gas,235437,salvage,,IL,black
6538,4734,2013,Honda,Golf,good,6 cylinders,diesel,36409,rebuilt,automatic,MI,
3005,61473,2012,BMW,Impala,fair,,gas,10718,salvage,automatic,OH,other
8162,23352,2006,Mercedes,Golf,good,6 cylinders,,29934,,manual,IL,
2690,67485,2009,Kia,Rio,salvage,6 cylinders,gas,112876,clean,manual,NC,gray
7167,21947,2021,Nissan,Altima,like new,,,11338,salvage,,TX,silver
9314,20111,2006,Honda,Civic,salvage,6 cylinders,,207685,,automatic,OH,other
5984,39779,1997,Ford,Golf,fair,,,41052,salvage,,NY,other
2544,60446,2022,Mercedes,3 Series,good,4 cylinders,electric,229423,,manual,CA,black
8964,27306,1998,Honda,Rio,like new,other,,138742,clean,automatic,IL,blue
3693,13765,2003,Kia,,like new,8 cylinders,,173666,rebuilt,,OH,gray
8630,47238,2022,Ford,Civic,excellent,,diesel,41573,salvage,manual,FL,white
9580,59401,2003,Nissan,Rio,fair,6 cylinders,hybrid,44744,rebuilt,,MI,gray
7195,58726,2002,,Civic,,,gas,249579,clean,automatic,MI,red
3271,14653,2021,Toyota,Impala,,other,diesel,143892,,,PA,
5485,36886,1995,Kia,3 Series,like new,6 cylinders,hybrid,,,,OH,gray
1344,3817,1998,Mercedes,,fair,,electric,239259,rebuilt,automatic,IL,
2381,40367,2022,,Impala,fair,6 cylinders,hybrid,94860,clean,automatic,TX,gray
1238,35265,2002,,Corolla,,other,electric,,,,NY,
28,51475,2008,Volkswagen,Focus,,,electric,111143,rebuilt,automatic,CA,
1921,40422,2009,BMW,,like new,,electric,106818,,automatic,NC,
8134,63092,2006,Toyota,Focus,fair,other,hybrid,84701,salvage,,FL,black
2172,51215,2006,Mercedes,Impala,like new,,,106107,rebuilt,manual,TX,other
5608,42964,2002,Hyundai,Golf,,8 cylinders,electric,81609,clean,,GA,green
4451,39385,2005,Mercedes,,like new,4 cylinders,,5688,rebuilt,manual,CA,black
3909,39485,2006,BMW,Focus,good,4 cylinders,hybrid,150019,,,OH,blue
7131,65530,2020,Hyundai,Golf,,6 cylinders,hybrid,110484,,,MI,silver
2016,77408,2011,,Impala,excellent,3 cylinders,,235136,clean,,NC,gray
8050,21938,2010,Volkswagen,,like new,6 cylinders,gas,141011,clean,,CA,black
9589,37287,2009,Ford,Impala,fair,,electric,30927,salvage,,IL,green
7383,48364,2003,Toyota,Civic,,6 cylinders,gas,119390,salvage,automatic,OH,blue
7913,8112,2004,Mercedes,Impala,,3 cylinders,electric,146110,salvage,automatic,NY,other
5350,29232,1995,Chevrolet,Golf,excellent,,,112743,rebuilt,manual,MI,gray
7662,33067,1999,Mercedes,C-Class,fair,,diesel,106235,rebuilt,,MI,blue
7831,,2002,Mercedes,Focus,salvage,6 cylinders,diesel,177146,clean,automatic,CA,blue
3762,70953,2000,BMW,Altima,,,gas,32562,rebuilt,automatic,NC,white
8330,19565,2008,BMW,Rio,like new,3 cylinders,hybrid,152789,rebuilt,automatic,NC,silver
6990,43870,2019,,Impala,,3 cylinders,hybrid,88318,,automatic,FL,gray
4043,56491,2018,Mercedes,Impala,excellent,6 cylinders,diesel,234030,salvage,,FL,silver
7026,17059,2021,Ford,Rio,salvage,6 cylinders,hybrid,98286,,manual,NC,
6949,59255,1995,Chevrolet,,like new,8 cylinders,electric,139223,rebuilt,automatic,FL,blue
3397,57282,2012,Nissan,Elantra,fair,other,electric,24598,rebuilt,manual,MI,
8539,59262,1999,BMW,,excellent,6 cylinders,hybrid,240326,,,FL,other
8057,16993,2013,Toyota,Altima,like new,3 cylinders,diesel,127532,rebuilt,automatic,GA,black
6022,776,2009,Chevrolet,,good,8 cylinders,electric,220968,salvage,manual,IL,other
897,69181,1999,,C-Class,salvage,,,85037,rebuilt,automatic,OH,black
2448,45879,1999,Hyundai,Civic,excellent,6 cylinders,electric,31491,salvage,automatic,OH,white
9358,24074,2010,,Civic,salvage,other,electric,141011,salvage,,CA,gray
3141,55706,2016,BMW,Impala,,6 cylinders,,193597,rebuilt,manual,NY,red
4168,49638,1998,Ford,,good,3 cylinders,diesel,223133,,manual,TX,green
999,5121,2011,Nissan,Golf,excellent,other,gas,64708,rebuilt,automatic,NY,green
9624,65291,2020,Volkswagen,Golf,excellent,4 cylinders,hybrid,48239,rebuilt,automatic,NC,silver
4888,6094,1999,,,like new,4 cylinders,hybrid,67010,,automatic,IL,red
3399,8021,1995,Kia,,good,3 cylinders,,90948,salvage,,CA,white
3282,18278,2013,Hyundai,Focus,like new,,gas,6671,salvage,automatic,NC,white
3291,62165,1999,Nissan,Focus,,4 cylinders,electric,219529,clean,manual,MI,gray
2615,9846,2006,Hyundai,Corolla,good,,diesel,99341,salvage,,IL,gray
2586,55606,2001,Hyundai,Impala,,8 cylinders,gas,77749,,manual,FL,other
4385,6691,2019,,Elantra,excellent,3 cylinders,hybrid,49393,,,NY,black
9014,62724,2017,BMW,Civic,excellent,4 cylinders,,211555,,manual,FL,gray
6410,38725,1995,Kia,Altima,excellent,6 cylinders,electric,24497,rebuilt,manual,PA,black
8139,78782,2021,,Altima,salvage,3 cylinders,diesel,238444,salvage,manual,IL,other
5080,5258,2003,,Impala,good,,electric,15474,rebuilt,,CA,black
344,1602,1999,Volkswagen,3 Series,excellent,other,hybrid,216590,,automatic,IL,blue
5199,49015,2017,BMW,Impala,fair,other,,7541,salvage,automatic,CA,blue
5337,10337,2004,Hyundai,Rio,salvage,other,diesel,180397,clean,,TX,
3560,59376,2010,Chevrolet,Impala,salvage,other,hybrid,85684,,,IL,other
9399,20463,1998,BMW,Altima,salvage,6 cylinders,diesel,186039,,,OH,red
1039,17913,2017,Nissan,Elantra,excellent,4 cylinders,hybrid,53691,salvage,automatic,MI,other
4675,2696,2015,Mercedes,,good,3 cylinders,electric,159799,,,NC,silver
2175,38532,2021,Chevrolet,Focus,,4 cylinders,diesel,151012,,,MI,white
5930,57562,2019,Nissan,,fair,4 cylinders,hybrid,164623,,,NY,other
5685,7110,2000,Nissan,,,3 cylinders,gas,52905,,automatic,NC,blue
7859,48091,2009,Volkswagen,Corolla,like new,8 cylinders,gas,236110,rebuilt,automatic,CA,blue
3230,5424,1998,Ford,Corolla,fair,,hybrid,231643,salvage,,CA,white
2208,33902,2003,Nissan,Focus,excellent,other,electric,106100,rebuilt,,IL,silver
8126,76625,2014,Nissan,Elantra,fair,6 cylinders,gas,185434,clean,,OH,gray
7841,43318,2021,Toyota,3 Series,good,6 cylinders,diesel,101390,rebuilt,automatic,GA,gray
341,29365,2013,,C-Class,fair,3 cylinders,diesel,152590,rebuilt,manual,NY,red
2246,72320,2000,Nissan,C-Class,good,6 cylinders,gas,75639,clean,automatic,PA,silver
9494,77616,2014,Toyota,,salvage,3 cylinders,diesel,77749,salvage,automatic,OH,gray
9438,71101,1996,Toyota,Focus,like new,4 cylinders,diesel,8879,salvage,automatic,CA,black
2201,62342,2014,Ford,Altima,salvage,3 cylinders,electric,3811,salvage,,MI,silver
3602,9965,2014,Kia,Corolla,good,3 cylinders,electric,90581,salvage,,NY,red
2194,59310,2015,,Rio,like new,other,,35151,salvage,automatic,TX,
1400,47031,2015,Nissan,Focus,good,,diesel,64324,rebuilt,manual,TX,blue
9827,16382,2015,Nissan,C-Class,like new,6 cylinders,diesel,97905,clean,automatic,MI,gray
9734,45123,2012,Kia,C-Class,like new,3 cylinders,gas,212748,rebuilt,manual,IL,black
7017,35201,2007,Ford,,salvage,4 cylinders,,178973,,manual,NY,white
5537,18551,1995,Kia,Golf,,other,gas,120783,,,FL,white
9936,11473,1997,Kia,Rio,good,,diesel,97722,clean,automatic,IL,blue
7904,29052,1998,Hyundai,Altima,,3 cylinders,diesel,220153,rebuilt,manual,TX,
7857,43446,2001,Volkswagen,Elantra,,,electric,189791,clean,automatic,NC,red
4054,67232,2022,,Rio,fair,,hybrid,48527,rebuilt,,FL,black
6086,52591,2005,Nissan,Impala,like new,,gas,239026,,manual,TX,gray
44,38913,1999,Hyundai,Altima,like new,4 cylinders,gas,81035,,automatic,NY,
9948,32805,2002,Hyundai,Altima,like new,,hybrid,231497,,manual,NC,blue
5197,63580,2010,Nissan,Elantra,good,3 cylinders,gas,241185,salvage,manual,GA,silver
6036,39541,2000,Volkswagen,Rio,salvage,,,233216,,manual,MI,gray
8738,25851,2015,Nissan,Corolla,excellent,6 cylinders,diesel,127826,clean,automatic,MI,red
9880,39160,1999,Kia,,excellent,3 cylinders,gas,52385,clean,automatic,CA,white
4648,43981,2011,Mercedes,Altima,like new,4 cylinders,diesel,195503,salvage,,GA,gray
2979,3472,2001,Chevrolet,Focus,like new,6 cylinders,diesel,129562,clean,manual,MI,gray
3197,72416,1995,Hyundai,Focus,,8 cylinders,diesel,21881,salvage,manual,NC,
7062,78366,2001,BMW,Impala,salvage,other,,65585,rebuilt,manual,MI,gray
6657,3935,2002,,Golf,like new,other,hybrid,78197,rebuilt,automatic,CA,white
6339,42821,2020,Hyundai,Elantra,excellent,8 cylinders,diesel,171428,rebuilt,,OH,blue
3544,1879,1995,Toyota,Impala,excellent,3 cylinders,,34690,salvage,,IL,
1860,12331,2007,,Focus,fair,other,electric,244456,clean,manual,FL,black
3792,56255,1998,,C-Class,good,3 cylinders,,247503,clean,manual,IL,gray
3827,60258,2003,Kia,Focus,good,8 cylinders,hybrid,218290,,,NY,blue
7614,72879,2012,Toyota,C-Class,like new,4 cylinders,hybrid,59974,,,NC,
6535,46598,1997,Ford,Focus,good,,,244094,,manual,TX,silver
5074,63916,2021,BMW,Focus,like new,4 cylinders,,127540,,,IL,blue
940,17797,2006,,,salvage,8 cylinders,gas,220455,,manual,PA,green
3674,50831,2012,Ford,Focus,good,,gas,95383,clean,,CA,gray
8309,72126,2016,Ford,,salvage,6 cylinders,,10266,,manual,IL,black
6436,27172,1996,,Corolla,,4 cylinders,,20935,rebuilt,manual,TX,gray
1260,5533,2002,,Golf,,6 cylinders,gas,213927,rebuilt,,FL,
7124,1574,2006,Chevrolet,C-Class,excellent,4 cylinders,diesel,1172,rebuilt,,CA,silver
4881,22449,2019,Kia,Elantra,like new,,diesel,122640,rebuilt,,FL,black
6434,42048,2022,,Civic,salvage,6 cylinders,electric,102751,rebuilt,manual,GA,silver
854,27802,1997,Nissan,,,8 cylinders,diesel,78054,salvage,automatic,CA,green
8174,12620,2016,Honda,Elantra,good,8 cylinders,diesel,43957,salvage,,TX,black
4302,9668,2020,,C-Class,,8 cylinders,,192949,salvage,automatic,NC,black
5027,66555,1999,Volkswagen,Golf,like new,4 cylinders,,83972,rebuilt,automatic,GA,other
4589,31454,2019,Kia,Altima,like new,4 cylinders,electric,208320,,manual,CA,red
3554,33321,2001,Chevrolet,Corolla,salvage,3 cylinders,diesel,171428,clean,,PA,silver
7190,40636,2015,,Corolla,good,8 cylinders,electric,110955,salvage,automatic,PA,gray
9694,47596,2011,Hyundai,3 Series,fair,,electric,208371,rebuilt,automatic,CA,black
2130,52227,2021,,Corolla,fair,8 cylinders,diesel,67887,rebuilt,,IL,black
6892,59775,2017,Mercedes,Impala,like new,4 cylinders,diesel,236658,,automatic,NC,other
7450,37448,2014,Mercedes,Rio,salvage,,,142950,salvage,,MI,other
1233,27306,2008,,Impala,,other,,23575,,manual,OH,white
4891,37680,2022,Honda,,,,electric,39709,rebuilt,,NC,silver
2367,78750,2012,Chevrolet,Altima,salvage,other,gas,67182,rebuilt,manual,CA,green
5542,22014,2015,BMW,Corolla,excellent,other,diesel,162832,,automatic,PA,white
1946,26623,1995,Hyundai,,good,4 cylinders,diesel,97810,salvage,manual,NC,green
3973,55357,2018,Hyundai,Corolla,like new,4 cylinders,gas,49357,clean,automatic,FL,gray
5510,53942,2011,Kia,Rio,fair,8 cylinders,diesel,37708,clean,,NC,other
1628,56298,1996,Nissan,Corolla,excellent,,hybrid,31911,clean,,FL,black
9787,33813,2015,Chevrolet,Civic,like new,other,gas,129169,clean,,NC,black
6437,42722,2014,BMW,,salvage,,diesel,231481,,manual,IL,white
7578,20713,2019,Hyundai,Corolla,excellent,8 cylinders,,183508,salvage,automatic,TX,gray
8821,76493,2002,Hyundai,Civic,salvage,,diesel,22062,,automatic,PA,silver
5898,16129,2013,Honda,Golf,good,6 cylinders,gas,128369,salvage,automatic,CA,white
4995,14940,2021,,,like new,other,,199356,clean,,FL,green
942,70826,2008,Chevrolet,Elantra,,,diesel,83100,clean,,PA,silver
8639,21927,2003,Toyota,Impala,like new,3 cylinders,electric,55571,rebuilt,automatic,PA,white
7041,,2021,Ford,Corolla,excellent,3 cylinders,diesel,43608,,,FL,other
5019,34242,2016,BMW,Focus,,6 cylinders,diesel,192394,clean,,IL,other
9304,47494,1996,Nissan,Focus,good,4 cylinders,hybrid,67189,clean,automatic,IL,white
3750,70953,2000,Mercedes,Focus,like new,,,34008,,,GA,silver
5000,26095,2012,,Rio,excellent,4 cylinders,,45261,rebuilt,automatic,NY,gray
421,12374,2021,Nissan,3 Series,excellent,8 cylinders,diesel,184610,clean,,PA,
213,4254,1995,Mercedes,Civic,good,3 cylinders,electric,198123,,manual,MI,blue
4282,27548,1998,Hyundai,C-Class,like new,8 cylinders,hybrid,36261,salvage,automatic,PA,silver
3983,79252,2002,,,like new,,,111045,rebuilt,manual,CA,green
4985,25650,2006,Kia,,,8 cylinders,gas,86767,rebuilt,manual,PA,red
5172,48053,2010,Kia,Altima,like new,6 cylinders,hybrid,26347,,automatic,CA,red
4649,11610,2018,Chevrolet,3 Series,good,4 cylinders,diesel,188707,,manual,MI,blue
9423,65631,2011,,,excellent,6 cylinders,electric,162962,salvage,automatic,NC,white
3748,4222,2008,Toyota,Golf,fair,8 cylinders,hybrid,101164,clean,manual,NY,
4416,19673,2010,Chevrolet,Rio,excellent,6 cylinders,gas,126262,clean,manual,GA,other
6581,65119,2012,Honda,Civic,salvage,3 cylinders,diesel,47293,rebuilt,,CA,blue
7593,4993,2006,BMW,3 Series,,3 cylinders,hybrid,35363,salvage,,NC,gray
5390,2393,2015,Chevrolet,Elantra,like new,4 cylinders,electric,152895,,,TX,blue
3696,8507,2001,Volkswagen,C-Class,fair,8 cylinders,electric,53343,,,TX,black
4836,74594,1996,Nissan,Civic,salvage,4 cylinders,,236843,rebuilt,,OH,silver
4524,24164,2010,BMW,Altima,fair,4 cylinders,,54901,rebuilt,,GA,green
6848,63493,2016,Ford,Golf,salvage,4 cylinders,hybrid,180854,rebuilt,manual,CA,black
1089,35498,2015,Chevrolet,Impala,fair,3 cylinders,,87465,,,GA,white
8179,75244,2002,Ford,C-Class,excellent,,electric,68949,clean,,OH,white
8670,22616,2019,Ford,Focus,,4 cylinders,gas,145448,salvage,,PA,white
2538,46208,2005,Ford,3 Series,excellent,4 cylinders,electric,121435,clean,,FL,black
4332,30605,2016,Kia,Golf,fair,4 cylinders,gas,22370,salvage,automatic,OH,
7007,7744,2000,Mercedes,,fair,,electric,158915,,,MI,other
8666,22186,2004,Volkswagen,Golf,salvage,3 cylinders,electric,118163,salvage,automatic,NY,gray
1040,11546,2005,Hyundai,,excellent,4 cylinders,diesel,137757,salvage,,NC,other
9639,,2005,Honda,Golf,good,other,hybrid,234281,rebuilt,,OH,red
8731,77123,2022,Toyota,3 Series,good,,gas,8718,rebuilt,,FL,green
8804,19701,2007,Chevrolet,,,3 cylinders,diesel,172605,clean,,NY,silver
2204,19673,2018,Chevrolet,Elantra,fair,other,electric,123153,rebuilt,manual,TX,black
9208,3263,2003,Ford,Impala,fair,3 cylinders,diesel,54088,,automatic,CA,
1081,68279,1999,Nissan,,like new,,diesel,54890,salvage,automatic,OH,white
8253,44913,2019,Mercedes,C-Class,like new,4 cylinders,gas,18870,,,IL,white
6497,29334,1995,Honda,C-Class,,8 cylinders,gas,145444,,automatic,CA,other
2768,4755,2020,Toyota,Focus,good,3 cylinders,,30568,salvage,manual,GA,
1057,63778,2009,Honda,3 Series,excellent,4 cylinders,,133589,rebuilt,automatic,MI,green
291,44016,2020,,Golf,fair,,electric,140205,clean,,NC,silver
4501,70974,2022,Volkswagen,Civic,fair,other,diesel,53469,salvage,manual,IL,green
6375,16741,2006,,,,8 cylinders,hybrid,22157,rebuilt,manual,NC,gray
121,34186,2021,,Elantra,like new,other,gas,67596,rebuilt,automatic,CA,other
8714,54244,2016,Hyundai,Civic,salvage,,gas,158250,,automatic,NY,other
8553,21890,2017,,Elantra,good,4 cylinders,hybrid,160096,salvage,manual,IL,silver
9082,27667,2019,Mercedes,Civic,salvage,3 cylinders,gas,3554,clean,,FL,silver
2154,39389,1996,Nissan,Rio,salvage,6 cylinders,,109446,salvage,manual,NC,
957,72439,2015,,C-Class,salvage,8 cylinders,gas,72290,rebuilt,,OH,black
5354,31524,2009,Honda,,like new,other,,173423,,manual,FL,
4784,59531,2000,Nissan,Focus,,other,diesel,115976,salvage,manual,NC,
6051,27487,1996,Chevrolet,Elantra,fair,3 cylinders,gas,119912,clean,automatic,NY,silver
1709,40351,1999,Hyundai,Golf,fair,6 cylinders,gas,228044,rebuilt,,CA,red
9213,69953,2018,Toyota,Focus,excellent,6 cylinders,diesel,29297,,manual,GA,silver
3535,21859,2012,Chevrolet,Altima,good,4 cylinders,hybrid,218257,rebuilt,manual,MI,silver
1341,74989,1999,Honda,Rio,excellent,8 cylinders,electric,125083,salvage,,NC,gray
3234,71214,2000,,Rio,excellent,8 cylinders,electric,229792,rebuilt,automatic,FL,
2702,30886,2002,Volkswagen,C-Class,excellent,,hybrid,154410,clean,,OH,red
3120,70826,2015,Hyundai,C-Class,salvage,6 cylinders,diesel,216536,rebuilt,,GA,
4173,17074,2015,Honda,Golf,,4 cylinders,diesel,155802,salvage,manual,IL,white
9395,48361,2003,Volkswagen,C-Class,salvage,,hybrid,206957,clean,,OH,black
5739,79864,2018,Hyundai,Focus,good,8 cylinders,gas,7566,clean,automatic,MI,black
4691,4366,1999,Chevrolet,Focus,good,3 cylinders,gas,26914,salvage,,PA,other
9945,54699,2018,,Elantra,good,3 cylinders,gas,92756,clean,manual,FL,blue
5827,27692,2014,Mercedes,Rio,fair,3 cylinders,hybrid,109856,clean,manual,PA,blue
884,35581,2022,Ford,Impala,excellent,6 cylinders,electric,32734,salvage,automatic,CA,black
3906,22919,2009,BMW,Civic,fair,other,electric,131801,clean,automatic,NC,silver
368,67800,2013,Mercedes,Rio,like new,4 cylinders,gas,4951,rebuilt,automatic,NC,blue
2401,24210,2008,Volkswagen,Altima,like new,4 cylinders,gas,236317,rebuilt,,OH,black
1963,2647,1998,,Impala,excellent,6 cylinders,hybrid,178158,rebuilt,automatic,FL,green
3130,67412,2008,Hyundai,Impala,salvage,8 cylinders,diesel,140074,clean,,PA,green
1894,28343,2001,Volkswagen,,fair,3 cylinders,hybrid,18785,rebuilt,manual,FL,gray
4253,32221,2006,Toyota,C-Class,fair,4 cylinders,electric,228712,rebuilt,,FL,red
8555,16262,2022,Volkswagen,Golf,,3 cylinders,diesel,163668,salvage,,TX,blue
3300,26581,2014,BMW,Rio,excellent,other,gas,202702,salvage,automatic,PA,silver
1856,78733,1997,Mercedes,C-Class,salvage,4 cylinders,,217012,salvage,manual,OH,
8491,55417,1995,Toyota,Rio,,3 cylinders,hybrid,123360,,automatic,PA,green
9288,2943,2022,Hyundai,Corolla,fair,6 cylinders,gas,31531,clean,manual,OH,white
9487,3337,2006,Chevrolet,,salvage,other,hybrid,11353,salvage,,OH,
7608,3217,1997,Kia,Focus,excellent,other,electric,92150,clean,,CA,red
5124,14623,1998,Volkswagen,Golf,excellent,,,104317,,,PA,silver
2140,6795,2010,Ford,Impala,good,other,hybrid,169071,clean,,IL,white
1119,5626,2010,Kia,Corolla,fair,other,diesel,174221,clean,manual,NC,black
2376,43176,2022,Toyota,Civic,like new,8 cylinders,electric,103047,rebuilt,manual,IL,silver
5561,4096,2019,Kia,Corolla,fair,4 cylinders,gas,110448,salvage,manual,OH,white
4783,36720,2019,Toyota,Impala,excellent,4 cylinders,gas,116156,clean,automatic,PA,other
3805,19158,2014,Ford,Elantra,like new,4 cylinders,,8761,salvage,,CA,red
4050,55684,1995,Chevrolet,Focus,excellent,4 cylinders,diesel,119715,salvage,manual,GA,red
7784,1360,2020,Ford,Corolla,good,3 cylinders,electric,45050,clean,automatic,CA,green
1680,48942,1999,Honda,Elantra,excellent,,electric,74344,,manual,FL,silver
6652,23101,2016,BMW,Civic,salvage,8 cylinders,,145153,rebuilt,automatic,MI,gray
1269,69328,2018,Toyota,,fair,4 cylinders,gas,189403,rebuilt,automatic,FL,gray
2249,5647,2022,Honda,Corolla,salvage,3 cylinders,electric,193637,,manual,FL,
5498,5486,1998,,3 Series,,3 cylinders,diesel,119905,,,NY,blue
1688,2550,2016,Chevrolet,Golf,,3 cylinders,,43026,clean,,PA,gray
4232,70517,2001,Honda,Civic,like new,4 cylinders,diesel,94730,rebuilt,automatic,GA,other
4600,39853,1996,Ford,Impala,fair,,hybrid,58719,clean,automatic,IL,silver
9722,36271,1998,,,,other,diesel,161186,,,MI,black
1685,9497,2012,Hyundai,Elantra,,,hybrid,15776,salvage,manual,NY,silver
7032,33661,2018,Volkswagen,Altima,good,8 cylinders,hybrid,27932,salvage,automatic,CA,gray
9522,787,2004,Kia,Civic,like new,8 cylinders,gas,238440,rebuilt,manual,OH,
5500,11003,2003,,Elantra,like new,other,hybrid,221391,rebuilt,automatic,PA,white
1368,54737,1996,Kia,Civic,salvage,,,62120,clean,,GA,red
4237,7998,2010,,,good,,gas,38119,rebuilt,manual,MI,white
4868,65452,2022,Nissan,Elantra,,8 cylinders,electric,248570,clean,automatic,TX,white
5703,75757,2017,Toyota,,,,electric,94985,rebuilt,manual,GA,white
5578,76896,1998,,Elantra,fair,4 cylinders,diesel,158361,,manual,OH,
2149,47914,1995,Nissan,3 Series,fair,3 cylinders,hybrid,28873,,automatic,IL,green
2644,13803,2021,Kia,Civic,fair,4 cylinders,gas,243342,clean,manual,PA,white
5238,77742,2021,Hyundai,Impala,fair,other,hybrid,226788,,manual,GA,blue
3919,61745,2008,Toyota,,,8 cylinders,electric,139627,salvage,manual,GA,green
3927,45920,2019,Toyota,Golf,,4 cylinders,diesel,126614,salvage,,OH,green
1681,54054,1999,,Golf,good,3 cylinders,diesel,64528,salvage,automatic,OH,silver
6658,11622,2014,,Civic,salvage,3 cylinders,electric,94533,clean,automatic,OH,gray
7645,,2000,Toyota,C-Class,like new,6 cylinders,hybrid,126716,clean,,NY,black
7579,25214,1996,Volkswagen,Rio,good,8 cylinders,electric,106126,salvage,,OH,
8193,45371,2016,Kia,Focus,excellent,,hybrid,10632,rebuilt,,OH,other
8451,55286,2009,Kia,Altima,excellent,8 cylinders,,178306,salvage,,OH,gray
5499,45783,2004,Chevrolet,Elantra,salvage,8 cylinders,electric,144986,,,MI,green
242,69170,2022,Chevrolet,Civic,salvage,8 cylinders,electric,219965,,manual,CA,red
3532,11466,1998,,,good,6 cylinders,diesel,220802,clean,manual,MI,other
1297,33074,2016,Chevrolet,Elantra,,,,10768,,automatic,PA,white
6632,66411,1997,Ford,Elantra,salvage,4 cylinders,electric,29224,salvage,automatic,NC,white
5776,47754,1997,Ford,C-Class,,4 cylinders,hybrid,176353,,,TX,white
2562,7243,2008,Hyundai,Corolla,like new,4 cylinders,electric,10754,salvage,manual,GA,white
